id,trust,threat,age,male,education,income
2844,7,0,75,1,6,0
2845,7,0,35,1,5,3
2846,5,0,52,1,6,1
2847,4,0,49,1,4,2
2848,5,0,47,0,4,2
2849,7,0,39,1,4,3
2850,10,0,49,0,5,2
2851,5,0,39,1,1,2
2852,7,0,39,0,4,0
2853,8,0,37,1,10,3
2854,4,0,48,1,4,0
2855,8,0,41,0,6,1
2856,9,0,30,1,9,1
2857,6,0,40,1,7,3
2858,6,0,46,0,3,3
2859,8,0,36,1,10,3
2860,5,0,35,1,7,1
2861,6,0,43,1,8,3
2862,6,0,42,1,9,2
2863,5,0,37,1,7,3
2864,4,0,30,1,4,1
2865,8,0,42,0,4,1
2866,6,1,18,0,0,0
2867,9,0,22,1,0,1
2868,6,0,33,1,4,1
2869,8,0,43,1,1,2
2870,6,0,35,0,4,1
2871,0,0,28,0,1,2
2872,8,0,52,1,4,3
2873,6,0,32,0,1,1
2874,8,0,46,1,9,3
2875,7,0,36,0,10,1
2876,8,0,29,1,9,2
2877,5,0,34,1,4,3
2878,9,0,35,0,6,1
2879,1,0,31,0,6,0
2880,8,0,29,0,5,0
2881,8,0,45,1,10,2
2882,5,0,29,0,4,1
2883,3,0,31,0,4,0
2884,3,0,45,0,1,0
2885,4,0,33,1,10,3
2886,6,0,28,0,4,1
2887,5,0,31,1,4,2
2888,7,0,31,0,4,1
2889,0,0,30,0,5,0
2890,10,0,35,1,10,3
2891,2,0,29,1,10,0
2892,7,1,32,0,10,1
2893,8,0,29,0,10,0
2894,6,0,33,1,4,2
2895,7,0,34,0,4,0
2896,6,0,31,1,4,2
2897,8,0,30,1,4,2
2898,6,0,47,0,10,1
2899,6,0,30,1,10,2
2900,4,0,36,1,7,3
2901,7,0,35,0,9,1
2902,7,0,38,0,8,2
2903,0,0,54,1,1,2
2904,1,0,36,1,8,1
2905,8,1,56,0,10,3
2906,8,0,35,0,10,1
2907,8,0,57,1,9,3
2908,9,1,30,0,4,0
2909,8,0,26,0,10,1
2910,0,0,65,0,6,1
2911,7,0,27,1,9,2
2912,10,0,42,0,4,1
2913,0,0,66,1,5,0
2914,7,0,37,0,10,2
2915,0,0,30,0,4,2
2916,8,0,60,1,4,3
2917,5,0,31,0,6,1
2918,6,0,40,1,4,3
2919,8,0,32,1,4,2
2920,8,0,25,1,10,1
2921,4,0,47,1,7,3
2922,6,0,37,0,10,0
2923,6,1,31,0,4,1
2924,8,0,41,0,7,3
2925,10,0,33,0,10,2
2926,8,0,39,0,4,0
2927,4,0,31,1,4,2
2928,7,0,29,0,10,2
2929,4,0,16,0,0,0
2930,8,0,47,0,9,3
2931,8,0,53,1,10,3
2932,7,0,36,1,10,3
2933,8,0,31,1,8,1
2934,7,0,28,0,10,1
2935,5,0,30,0,10,2
2936,5,0,36,1,4,2
2937,9,0,28,0,4,1
2938,7,0,32,1,6,2
2939,4,0,50,1,4,2
2940,3,0,20,1,1,1
2941,7,0,26,1,9,3
2942,8,0,26,0,9,1
2943,6,0,29,0,4,1
2944,7,0,45,0,7,1
2945,7,1,33,0,10,1
2946,8,0,27,0,4,1
2947,6,0,41,1,10,3
2948,7,0,42,0,10,3
2949,5,0,48,0,3,0
2950,6,0,25,1,3,1
2951,5,0,38,0,1,1
2952,5,0,45,1,4,1
2953,5,0,21,0,1,1
2954,9,0,41,0,8,0
2955,5,1,24,1,5,2
2956,0,0,54,0,6,1
2957,8,0,34,1,6,0
2958,6,0,38,0,10,3
2959,0,0,25,0,4,1
2960,5,0,41,0,10,2
2961,8,0,40,1,10,3
2962,5,0,55,0,1,1
2963,8,0,54,1,7,3
2964,6,0,52,0,10,3
2965,10,0,64,0,9,1
2966,7,0,39,0,10,1
2967,7,0,37,1,10,3
2968,0,0,31,1,4,2
2969,9,0,47,0,5,2
2970,7,1,31,1,8,3
2971,5,0,29,0,4,1
2972,3,0,34,1,4,1
2973,0,0,22,1,4,1
2974,5,0,58,0,4,1
2975,6,1,28,0,10,1
2976,0,0,40,1,10,3
2977,2,0,49,1,7,3
2978,5,0,59,0,4,1
2979,5,0,49,1,9,3
2980,4,0,21,1,6,0
2981,5,0,47,1,4,3
2982,2,0,43,0,4,0
2983,5,0,17,1,0,0
2984,10,0,47,0,10,2
2985,8,1,32,1,10,1
2986,3,0,39,1,1,2
2987,5,1,35,1,4,2
2988,5,0,39,1,1,2
2989,3,0,37,0,1,1
2990,5,1,45,0,1,2
2991,2,1,18,0,1,0
2992,7,0,39,0,9,1
2993,5,0,36,1,10,3
2994,2,0,56,0,5,0
2995,7,0,42,1,10,3
2996,5,0,52,1,6,3
2997,8,0,47,0,10,3
2998,7,0,34,0,1,1
2999,6,0,47,0,9,0
3000,7,0,35,1,4,2
3001,2,0,35,1,4,3
3002,7,0,32,0,4,1
3003,6,0,47,1,10,3
3004,10,0,58,0,9,0
3005,7,0,62,1,3,2
3006,7,0,30,0,6,2
3007,6,0,49,1,6,3
3008,8,0,49,0,6,0
3009,7,0,62,1,5,3
3010,0,0,41,1,4,3
3011,7,0,31,0,10,2
3012,7,0,51,1,10,3
3013,7,0,40,0,4,0
3014,7,1,58,0,9,3
3015,10,0,50,1,10,3
3016,7,0,25,0,10,1
3017,9,0,23,0,6,0
3018,6,0,41,1,6,3
3019,8,0,38,0,4,1
3020,7,1,46,1,4,2
3021,9,0,53,0,6,3
3022,7,0,26,1,4,1
3023,8,1,23,1,6,0
3024,7,0,38,1,7,2
3025,5,1,36,1,7,2
3026,3,0,42,0,5,1
3027,4,0,39,1,4,2
3028,6,0,34,0,4,1
3029,7,0,58,1,4,3
3030,8,0,25,0,4,1
3031,5,0,35,1,8,3
3032,8,1,44,1,4,3
3033,8,0,40,0,5,1
3034,6,1,15,1,0,0
3035,0,1,61,0,6,1
3036,7,0,41,0,8,3
3037,8,0,32,0,10,2
3038,8,1,29,1,9,2
3039,7,0,33,1,4,1
3040,8,0,64,1,6,1
3041,5,1,39,0,4,1
3042,0,0,43,1,4,2
3043,0,0,38,0,1,0
3044,5,0,42,0,1,1
3045,0,0,31,0,4,1
3046,8,0,35,1,4,3
3047,8,1,28,1,7,2
3048,8,0,41,1,7,2
3049,6,0,28,0,4,1
3050,3,0,24,1,4,1
3051,8,0,58,0,8,3
3052,8,0,30,1,4,3
3053,7,0,41,0,6,0
3054,7,0,44,1,7,3
3055,8,0,51,1,9,3
3056,7,0,48,0,5,0
3057,6,0,37,1,9,2
3058,4,0,41,1,7,2
3059,8,0,41,0,1,1
3060,7,0,16,1,0,0
3061,10,0,43,1,1,2
3062,5,0,41,0,10,0
3063,5,1,20,1,1,1
3064,0,0,17,1,0,0
3065,8,0,53,1,4,2
3066,5,0,32,0,6,1
3067,3,0,58,1,10,2
3068,0,0,29,0,1,0
3069,2,0,32,0,4,2
3070,6,0,54,0,4,0
3071,6,0,33,1,4,1
3072,3,0,22,0,1,0
3073,6,0,41,1,4,3
3074,3,0,45,1,9,3
3075,5,0,43,0,5,1
3076,5,0,15,1,0,0
3077,7,1,50,1,1,1
3078,5,1,39,1,4,1
3079,6,1,38,0,1,0
3080,5,1,27,0,8,1
3081,2,0,60,1,7,2
3082,0,0,50,0,1,1
3083,7,0,32,1,9,2
3084,8,0,31,0,6,1
3085,6,0,25,0,6,1
3086,3,0,53,1,1,2
3087,4,0,22,1,4,1
3088,6,0,20,1,4,0
3089,10,0,46,0,6,1
3090,9,0,43,1,4,3
3091,8,0,45,0,10,3
3092,5,0,48,0,4,0
3093,7,0,61,1,4,0
3094,4,0,52,0,5,1
3095,7,0,34,1,4,2
3096,7,1,51,1,4,3
3097,6,1,24,1,9,0
3098,7,0,22,1,10,1
3099,10,0,37,1,4,2
3100,7,0,35,0,10,0
3101,7,0,64,1,10,3
3102,2,1,37,1,4,2
3103,5,1,42,1,4,1
3104,5,0,43,0,4,1
3105,8,0,39,1,4,2
3106,7,0,14,0,0,0
3107,0,0,58,0,1,1
3108,7,0,57,0,3,1
3109,6,0,31,1,10,3
3110,7,0,58,0,4,1
3111,7,1,54,1,6,3
3112,7,0,63,0,4,1
3113,8,0,51,1,4,3
3114,8,0,49,0,7,2
3115,2,1,22,1,1,1
3116,8,0,66,0,4,1
3117,9,0,46,0,4,1
3118,8,0,45,0,6,1
3119,8,0,33,1,6,2
3120,5,0,32,0,9,2
3121,6,0,44,1,4,3
3122,4,0,33,0,9,3
3123,7,0,40,0,10,3
3124,8,0,32,1,10,3
3125,5,0,62,0,8,2
3126,8,1,50,0,10,3
3127,0,1,48,1,4,2
3128,6,0,61,0,4,1
3129,8,0,46,1,10,3
3130,8,0,28,0,4,1
3131,6,0,34,1,6,3
3132,7,0,49,0,6,1
3133,6,0,50,1,6,3
3134,6,1,16,1,0,0
3135,7,1,27,0,4,2
3136,9,0,39,0,9,3
3137,7,0,56,0,10,2
3138,7,0,44,1,4,2
3139,8,0,69,1,10,3
3140,6,0,36,0,4,0
3141,4,0,23,0,4,1
3142,5,0,26,1,4,1
3143,7,0,53,1,7,2
3144,8,0,67,1,4,0
3145,8,0,34,0,8,1
3146,8,0,33,1,5,2
3147,9,0,54,1,10,3
3148,8,0,17,0,1,0
3149,0,1,52,0,4,1
3150,4,0,64,1,4,2
3151,10,0,56,0,4,0
3152,8,0,63,0,4,0
3153,3,0,38,0,4,0
3154,8,0,54,1,9,2
3155,8,0,53,0,10,3
3156,10,0,23,1,4,3
3157,8,0,40,0,10,1
3158,2,0,55,0,4,1
3159,10,0,17,0,1,0
3160,5,0,65,1,10,3
3161,6,0,39,0,4,0
3162,7,0,37,1,4,1
3163,8,0,50,0,4,1
3164,6,0,42,1,4,2
3165,8,0,41,0,4,1
3166,9,1,17,0,2,0
3167,8,0,43,1,4,3
3168,2,0,41,0,4,1
3169,8,0,65,0,4,0
3170,5,0,37,1,4,1
3171,4,1,27,1,7,3
3172,4,0,62,0,4,1
3173,6,0,60,1,8,3
3174,5,0,39,1,10,0
3175,0,1,50,0,3,3
3176,9,0,41,1,10,3
3177,3,0,57,1,6,3
3178,5,0,56,0,9,1
3179,8,0,15,1,1,0
3180,8,0,46,1,10,3
3181,8,0,43,0,9,2
3182,5,0,57,0,4,1
3183,6,0,61,0,4,1
3184,5,0,33,0,7,1
3185,7,0,26,0,4,1
3186,3,0,40,1,7,2
3187,5,0,37,0,4,1
3188,7,1,41,0,4,2
3189,5,0,19,1,0,0
3190,5,1,50,0,4,0
3191,7,0,40,1,10,3
3192,8,0,42,0,4,1
3193,6,0,43,1,1,1
3194,7,0,34,0,10,2
3195,5,0,39,0,4,1
3196,8,0,34,0,2,1
3197,5,0,60,1,4,2
3198,5,0,51,1,4,1
3199,8,0,35,1,4,0
3200,10,0,30,0,4,2
3201,6,0,49,0,7,1
3202,5,1,23,1,6,0
3203,7,0,45,0,4,1
3204,8,1,19,0,1,0
3205,2,1,17,1,1,0
3206,6,0,46,1,8,1
3207,6,0,43,0,5,1
3208,8,0,42,1,10,3
3209,5,0,58,1,9,3
3210,6,0,50,1,10,3
3211,6,1,39,0,7,0
3212,8,0,49,1,4,3
3213,8,0,48,0,4,0
3214,7,0,23,1,6,0
3215,7,0,22,0,4,0
3216,8,0,19,1,1,0
3217,8,0,16,1,1,0
3218,6,0,49,1,6,2
3219,1,0,40,1,4,3
3220,0,0,38,0,1,0
3221,8,0,53,0,4,3
3222,8,0,49,0,7,0
3223,5,0,48,1,4,1
3224,8,0,40,0,4,0
3225,9,0,41,1,7,3
3226,7,1,15,1,0,0
3227,7,0,36,0,6,1
3228,7,0,48,1,4,3
3229,7,0,35,0,4,1
3230,9,0,37,1,10,3
3231,5,0,51,0,4,2
3232,6,0,62,1,4,1
3233,5,0,57,0,4,1
3234,8,0,38,0,4,1
3235,5,0,77,0,5,0
3236,7,0,48,1,0,0
3237,8,0,60,1,4,3
3238,5,0,49,0,1,1
3239,4,0,40,1,7,1
3240,5,0,36,0,4,1
3241,5,0,37,1,9,3
3242,0,0,32,0,1,0
3243,5,0,43,0,4,0
3244,8,0,47,1,4,2
3245,8,0,50,0,4,0
3246,8,0,22,0,1,0
3247,5,0,20,0,6,1
3248,7,0,17,0,1,0
3249,8,0,42,0,4,0
3250,5,1,20,1,4,1
3251,4,0,65,0,1,0
3252,1,1,19,1,2,0
3253,7,0,16,0,0,0
3254,6,0,17,0,1,0
3255,8,0,17,0,1,0
3256,7,1,41,0,4,2
3257,7,0,45,1,10,3
3258,6,0,36,0,4,1
3259,5,1,36,1,7,2
3260,9,0,43,0,6,0
3261,8,0,29,0,8,1
3262,3,0,22,0,4,1
3263,5,0,42,1,4,2
3264,7,0,39,1,9,3
3265,7,0,42,0,7,2
3266,5,0,38,0,10,1
3267,4,0,45,1,4,2
3268,7,0,34,0,10,3
3269,9,0,49,0,9,1
3270,7,0,17,1,2,0
3271,8,0,58,1,5,3
3272,0,0,27,1,4,1
3273,8,0,38,0,7,0
3274,7,0,45,1,4,2
3275,7,0,43,0,5,2
3276,7,0,52,1,7,3
3277,8,0,49,0,4,0
3278,5,0,58,1,4,3
3279,6,0,57,0,1,0
3280,1,0,45,0,6,3
3281,8,0,18,0,1,0
3282,7,0,16,1,0,0
3283,0,0,43,0,2,1
3284,7,0,21,1,1,0
3285,8,0,71,1,9,1
3286,2,0,44,1,7,2
3287,5,0,39,0,4,0
3288,4,1,29,0,4,0
3289,6,0,33,1,4,1
3290,10,0,35,0,10,2
3291,10,0,63,0,4,0
3292,7,0,32,0,4,2
3293,6,0,29,0,4,1
3294,8,0,44,0,4,0
3295,10,0,44,1,9,3
3296,7,1,17,0,0,0
3297,8,0,17,1,1,0
3298,4,0,70,1,10,1
3299,8,0,67,0,9,0
3300,8,0,49,1,10,3
3301,5,0,17,0,0,0
3302,6,0,26,0,4,1
3303,3,0,45,1,9,3
3304,8,0,41,0,4,0
3305,8,0,40,0,4,1
3306,3,0,61,1,10,2
3307,7,0,35,0,4,1
3308,9,0,51,0,6,0
3309,6,0,19,1,1,0
3310,8,0,63,1,4,0
3311,7,0,55,0,4,3
3312,8,0,41,0,10,1
3313,7,0,38,1,10,3
3314,5,0,47,1,4,2
3315,7,0,43,0,4,1
3316,7,0,19,0,1,0
3317,9,0,17,1,1,0
3318,3,0,48,1,1,1
3319,6,1,53,1,7,2
3320,7,0,51,1,5,1
3321,5,0,45,0,4,2
3322,4,0,21,0,8,0
3323,5,0,19,1,1,0
3324,7,0,17,1,0,0
3325,8,0,66,1,9,0
3326,4,0,50,0,4,3
3327,7,1,20,0,0,0
3328,6,0,22,1,3,2
3329,7,1,17,1,0,0
3330,9,0,49,0,4,1
3331,2,0,60,1,4,2
3332,8,0,41,1,9,3
3333,7,0,37,0,1,1
3334,10,0,44,0,4,0
3335,5,0,37,1,9,3
3336,6,0,54,0,9,3
3337,5,0,40,0,4,1
3338,6,0,50,1,4,3
3339,5,0,45,0,4,0
3340,7,0,19,1,1,0
3341,5,0,17,1,0,0
3342,7,0,37,0,7,3
3343,7,0,34,0,4,3
3344,5,0,41,1,4,3
3345,6,0,18,1,0,0
3346,7,0,44,1,9,0
3347,5,0,41,0,4,0
3348,8,0,44,1,7,2
3349,8,0,46,0,4,1
3350,9,0,47,1,8,3
3351,7,0,73,1,4,0
3352,5,1,60,1,4,3
3353,10,0,22,0,6,1
3354,8,0,56,1,4,2
3355,8,0,57,0,7,2
3356,6,0,51,0,6,1
3357,8,0,51,1,10,3
3358,6,0,22,0,6,0
3359,7,0,29,0,4,0
3360,6,1,33,1,4,3
3361,4,0,40,1,6,1
3362,6,0,45,0,4,1
3363,9,0,45,1,4,3
3364,5,0,23,0,6,0
3365,8,0,19,1,1,0
3366,5,0,57,0,10,0
3367,8,0,42,1,7,3
3368,7,0,41,0,6,0
3369,4,0,58,1,9,0
3370,5,0,57,1,1,1
3371,7,0,39,1,4,1
3372,9,0,38,0,4,0
3373,9,0,68,1,10,1
3374,8,0,52,1,9,3
3375,5,0,44,0,3,0
3376,8,0,39,0,4,2
3377,8,0,46,0,10,0
3378,8,0,49,1,7,3
3379,7,0,47,0,9,3
3380,8,0,56,1,4,3
3381,8,0,48,0,1,0
3382,5,0,35,1,9,3
3383,8,0,50,1,10,3
3384,7,0,57,0,4,3
3385,7,0,53,1,8,0
3386,8,0,51,0,10,1
3387,9,0,36,1,10,1
3388,9,0,52,0,10,1
3389,7,0,28,0,10,1
3390,5,0,50,0,7,3
3391,8,0,72,1,8,2
3392,5,0,39,1,6,2
3393,7,0,40,0,8,1
3394,7,0,47,0,9,3
3395,7,0,20,0,6,0
3396,7,0,16,0,2,0
3397,8,0,81,1,8,0
3398,8,0,52,0,7,2
3399,9,0,56,0,10,3
3400,3,0,20,1,6,0
3401,5,0,56,1,4,1
3402,3,0,52,0,4,0
3403,7,0,29,0,7,2
3404,4,0,23,1,4,1
3405,6,0,31,1,10,3
3406,8,0,47,0,4,0
3407,9,1,45,1,4,2
3408,5,1,24,1,5,1
3409,6,0,27,1,8,3
3410,7,0,67,1,4,3
3411,4,0,43,1,1,1
3412,8,0,50,1,4,2
3413,10,0,31,0,0,2
3414,8,0,34,0,10,3
3415,6,0,36,1,10,3
3416,6,0,81,0,4,0
3417,6,0,30,1,10,3
3418,7,0,57,0,4,3
3419,8,0,57,1,6,1
3420,5,1,55,1,10,3
3421,6,0,47,0,7,0
3422,7,0,49,1,4,2
3423,8,0,41,0,5,0
3424,2,0,52,1,4,3
3425,4,1,29,1,4,2
3426,0,0,26,0,4,2
3427,9,0,33,1,7,3
3428,8,0,34,0,6,0
3429,7,0,36,0,7,0
3430,7,0,36,1,4,2
3431,7,0,37,1,1,1
3432,3,0,52,1,9,3
3433,5,0,21,1,4,1
3434,8,0,40,1,4,1
3435,7,0,45,1,7,3
3436,10,0,54,0,7,1
3437,8,0,44,0,4,0
3438,8,0,38,0,10,1
3439,7,0,35,1,10,3
3440,5,0,58,0,4,1
3441,7,0,78,1,9,1
3442,8,0,53,1,9,3
3443,10,0,51,0,6,0
3444,8,0,25,0,9,1
3445,8,1,22,1,1,3
3446,3,0,20,0,1,0
3447,8,0,49,0,4,0
3448,7,0,49,1,4,3
3449,8,0,18,0,0,0
3450,7,0,30,0,6,1
3451,9,0,41,1,10,3
3452,7,0,49,0,4,1
3453,6,0,18,0,1,0
3454,9,0,44,1,10,3
3455,7,0,20,0,6,0
3456,7,0,72,0,4,0
3457,0,0,23,0,4,1
3458,5,0,53,0,4,2
3459,4,0,38,1,6,2
3460,8,0,76,0,4,0
3461,7,0,38,1,8,3
3462,7,0,48,0,4,2
3463,10,0,21,0,4,0
3464,4,1,20,0,2,0
3465,6,0,58,0,8,0
3466,5,0,47,1,1,1
3467,6,0,45,0,7,0
3468,8,0,36,1,7,3
3469,5,0,39,0,4,0
3470,4,1,20,1,4,0
3471,8,0,41,1,9,3
3472,0,1,54,0,4,1
3473,7,0,67,1,10,1
3474,7,0,66,0,10,3
3475,7,0,41,0,9,2
3476,7,0,17,0,0,0
3477,5,0,21,0,4,1
3478,9,0,39,0,10,2
3479,5,1,39,1,10,3
3480,7,0,40,0,4,0
3481,9,0,41,1,4,1
3482,5,0,30,0,7,3
3483,6,0,41,0,9,0
3484,5,0,43,1,7,3
3485,8,0,39,0,4,1
3486,7,0,59,1,4,2
3487,4,0,30,1,6,2
3488,5,0,43,0,4,1
3489,10,0,55,0,9,1
3490,8,0,22,1,4,0
3491,5,0,37,0,7,2
3492,9,0,48,0,5,1
3493,9,0,55,0,6,1
3494,7,1,24,1,6,0
3495,7,0,50,0,4,1
3496,8,0,23,1,4,2
3497,7,0,21,1,4,1
3498,5,0,31,1,9,3
3499,5,1,63,1,6,3
3500,8,0,53,0,4,1
3501,7,0,50,0,4,1
3502,7,0,19,0,6,0
3503,8,0,24,0,10,0
3504,5,0,23,0,6,0
3505,9,0,53,0,4,0
3506,7,0,46,0,9,3
3507,9,0,45,1,4,1
3508,7,0,16,1,1,0
3509,9,0,15,0,0,0
3510,5,0,52,1,9,3
3511,10,0,47,0,7,0
3512,7,0,18,1,0,0
3513,6,0,32,1,9,2
3514,4,0,38,0,4,1
3515,8,0,62,0,4,1
3516,8,0,62,0,5,1
3517,7,0,22,1,4,1
3518,2,1,47,1,7,3
3519,6,0,45,0,4,1
3520,5,1,22,1,6,0
3521,5,1,20,1,1,0
3522,6,0,45,1,10,3
3523,8,0,55,1,4,2
3524,5,0,32,0,2,1
3525,4,0,30,1,9,3
3526,0,0,29,0,6,2
3527,3,0,44,1,7,2
3528,5,0,43,0,1,0
3529,2,0,21,0,1,0
3530,8,1,19,0,4,1
3531,8,0,86,0,4,0
3532,7,0,61,0,4,0
3533,5,0,37,0,4,1
3534,8,0,54,1,7,3
3535,6,0,24,1,1,1
3536,6,0,46,1,8,3
3537,7,0,45,0,4,1
3538,6,1,17,0,1,0
3539,8,0,46,1,4,1
3540,8,0,19,1,0,0
3541,8,0,59,1,9,1
3542,8,0,37,0,6,2
3543,5,1,37,1,4,2
3544,8,0,35,0,4,2
3545,5,0,52,0,1,1
3546,8,1,45,1,4,3
3547,7,1,36,0,4,0
3548,7,0,34,1,9,3
3549,5,0,55,0,1,2
3550,7,0,47,1,4,3
3551,0,0,41,1,4,1
3552,7,0,61,1,4,3
3553,7,1,34,1,5,2
3554,5,0,32,1,7,1
3555,6,0,50,1,4,3
3556,5,0,32,1,9,2
3557,4,0,38,1,4,2
3558,4,0,52,1,4,3
3559,6,0,51,0,7,3
3560,8,0,52,1,7,3
3561,8,0,51,0,7,3
3562,5,0,53,0,5,0
3563,6,0,48,0,4,1
3564,8,0,38,1,7,3
3565,5,0,35,0,4,1
3566,6,0,32,1,4,1
3567,8,0,44,0,4,2
3568,5,1,44,1,4,2
3569,9,0,34,0,10,3
3570,7,0,50,0,8,2
3571,7,0,56,0,10,3
3572,5,1,19,1,1,0
3573,6,0,62,0,5,1
3574,6,0,25,1,4,1
3575,0,1,21,1,4,1
3576,8,0,61,1,8,3
3577,7,0,58,0,5,0
3578,4,0,32,1,10,2
3579,3,0,19,0,1,0
3580,6,0,63,1,10,1
3581,10,0,50,1,1,1
3582,7,0,49,0,6,1
3583,8,0,54,1,10,3
3584,6,0,17,1,1,0
3585,3,0,60,0,1,0
3586,7,0,28,0,6,2
3587,7,0,19,0,6,0
3588,8,0,54,1,10,3
3589,10,1,46,0,8,0
3590,5,0,57,0,6,2
3591,7,1,33,0,10,2
3592,7,0,58,1,10,3
3593,6,0,29,1,6,3
3594,5,0,38,1,10,3
3595,8,0,24,0,6,0
3596,4,0,50,0,4,1
3597,6,0,20,0,1,0
3598,7,0,16,1,0,0
3599,8,0,55,0,6,0
3600,7,0,30,1,4,1
3601,7,0,42,1,8,3
3602,7,0,41,0,9,1
3603,8,1,52,0,4,1
3604,6,0,49,0,10,3
3605,7,0,46,1,10,2
3606,7,0,46,0,9,1
3607,5,0,29,0,6,1
3608,7,0,50,1,10,3
3609,2,1,21,1,6,0
3610,0,0,33,0,4,2
3611,9,0,66,1,10,3
3612,6,0,32,0,4,2
3613,6,0,35,1,4,1
3614,6,0,20,0,4,0
3615,5,0,33,1,4,2
3616,0,1,27,0,2,1
3617,5,0,62,0,1,1
3618,5,0,63,0,3,1
3619,1,1,21,1,1,0
3620,8,0,61,1,10,3
3621,6,0,59,0,8,1
3622,6,0,51,0,10,1
3623,3,1,54,0,6,0
3624,5,0,39,0,10,3
3625,5,1,47,1,6,3
3626,7,0,64,1,9,3
3627,10,0,60,0,5,0
3628,4,0,51,1,9,1
3629,6,0,51,0,3,1
3630,8,0,44,1,5,3
3631,7,0,43,0,6,3
3632,4,0,35,0,0,0
3633,5,0,41,0,5,1
3634,3,1,41,1,6,3
3635,7,0,59,1,4,3
3636,5,0,56,0,4,2
3637,2,0,69,1,10,3
3638,5,1,47,0,6,1
3639,5,0,41,1,4,1
3640,6,0,37,0,4,0
3641,7,0,41,1,4,2
3642,10,0,38,0,7,1
3643,9,0,47,0,9,3
3644,4,0,48,1,9,3
3645,8,0,41,0,6,3
3646,0,0,46,0,1,0
3647,0,0,21,0,4,0
3648,7,0,48,1,4,2
3649,5,0,46,0,1,0
3650,5,0,20,1,4,0
3651,10,0,56,0,7,3
3652,5,1,59,1,4,0
3653,8,0,75,1,7,0
3654,7,0,38,1,9,1
3655,5,0,40,1,9,3
3656,3,0,38,1,6,2
3657,7,0,38,0,9,1
3658,4,0,40,1,1,2
3659,7,0,61,0,4,0
3660,7,0,25,1,4,1
3661,5,0,24,1,9,0
3662,4,0,41,1,10,3
3663,5,0,43,0,4,1
3664,8,0,53,1,9,3
3665,5,0,47,0,7,3
3666,0,0,20,0,1,0
3667,4,1,41,1,4,1
3668,6,0,33,0,4,0
3669,5,0,23,1,4,1
3670,3,0,15,0,0,0
3671,6,0,47,1,5,1
3672,7,0,45,0,5,0
3673,8,0,41,0,10,1
3674,7,0,22,0,4,1
3675,0,0,65,1,6,3
3676,5,0,57,0,1,1
3677,0,0,29,1,6,1
3678,7,0,27,0,6,2
3679,10,0,36,0,5,0
3680,8,0,49,1,6,1
3681,3,0,59,1,8,3
3682,8,0,31,1,4,2
3683,7,0,45,1,4,3
3684,5,0,40,0,2,0
3685,6,0,49,1,7,3
3686,8,0,19,0,1,0
3687,3,0,48,1,4,1
3688,7,0,46,0,4,1
3689,0,0,20,1,3,0
3690,6,0,16,1,1,0
3691,3,0,52,0,5,1
3692,7,0,42,1,7,2
3693,2,0,38,0,5,0
3694,4,0,42,1,7,3
3695,7,0,37,0,4,1
3696,3,0,32,0,4,0
3697,8,1,51,1,9,3
3698,8,1,46,0,10,1
3699,7,0,18,1,6,1
3700,7,1,17,1,1,0
3701,5,0,34,0,4,1
3702,8,0,62,0,6,2
3703,6,0,41,1,5,3
3704,7,0,33,0,10,0
3705,0,0,45,0,1,1
3706,7,0,53,0,6,0
3707,5,0,45,1,9,3
3708,0,0,31,0,4,0
3709,0,0,61,1,5,1
3710,10,1,47,0,9,1
3711,4,0,29,1,4,1
3712,4,1,61,1,5,3
3713,4,0,59,0,1,0
3714,0,0,73,1,10,3
3715,6,0,43,0,9,1
3716,8,0,41,1,4,1
3717,5,0,45,1,4,3
3718,8,0,31,0,10,1
3719,2,0,25,0,9,1
3720,8,0,52,0,1,1
3721,5,1,38,0,10,2
3722,8,0,41,0,10,3
3723,7,0,44,1,10,3
3724,5,0,17,0,0,0
3725,6,0,54,1,6,2
3726,6,0,27,1,6,0
3727,8,0,52,1,4,2
3728,7,0,49,0,4,0
3729,5,1,17,1,0,0
3730,9,0,52,1,5,3
3731,8,0,40,1,9,3
3732,8,0,32,0,4,1
3733,7,0,36,0,10,3
3734,7,0,67,0,3,1
3735,9,1,57,1,9,3
3736,7,0,52,1,4,3
3737,7,0,50,0,6,1
3738,7,1,16,0,1,0
3739,7,0,41,0,9,3
3740,8,0,55,0,10,1
3741,8,0,48,0,3,1
3742,8,0,69,0,4,0
3743,5,1,53,0,4,2
3744,7,0,55,1,9,3
3745,8,0,55,1,4,3
3746,7,0,49,1,10,3
3747,8,0,46,0,10,1
3748,8,0,46,0,4,1
3749,8,0,40,0,4,1
3750,7,0,44,1,7,3
3751,5,0,17,1,1,0
3752,5,1,15,0,1,0
3753,8,0,60,1,4,3
3754,6,0,30,0,4,0
3755,8,0,30,1,4,1
3756,7,0,31,0,6,2
3757,5,0,35,0,4,2
3758,4,1,33,1,10,2
3759,7,0,48,0,4,1
3760,6,0,58,1,6,1
3761,5,0,49,0,2,0
3762,3,1,18,1,0,0
3763,5,0,14,1,0,0
3764,7,0,66,0,4,0
3765,8,0,43,1,7,3
3766,3,0,61,0,4,1
3767,8,0,41,1,9,3
3768,7,0,68,1,7,0
3769,9,0,43,0,1,0
3770,6,0,36,0,4,1
3771,5,1,25,0,7,1
3772,7,0,63,1,8,1
3773,5,0,60,0,4,0
3774,8,0,55,1,6,3
3775,7,0,53,0,6,1
